Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD,MACD_signal,MACD_hist,BB_up_20_2,BB_dn_20_2,BB_width_20_2
2015-01-02 00:00:00+00:00,94.93000030517578,95.33999633789062,94.05000305175781,94.44000244140625,3545700,,,94.44000244140625,94.44000244140625,,0.0,0.0,0.0,,,
2015-01-05 00:00:00+00:00,94.44999694824219,95.05000305175781,93.72000122070312,93.7300033569336,6441000,,,94.33077181302585,94.3874099166305,0.0,-0.05663810360465504,-0.01132762072093101,-0.04531048288372404,,,
2015-01-06 00:00:00+00:00,94.08000183105469,94.62000274658203,92.94000244140625,93.0199966430664,6195000,,,94.12911409457055,94.28612004451465,0.0,-0.157005949944093,-0.04046328656556341,-0.11654266337852959,,,
2015-01-07 00:00:00+00:00,95.12999725341797,96.2300033569336,94.43000030517578,95.73999786376953,6526300,,,94.37694236675502,94.39381469779279,22.761523342009625,-0.016872331037774302,-0.03574509546000559,0.018872764422231285,,,
2015-01-08 00:00:00+00:00,96.73999786376953,97.91000366210938,96.68000030517578,97.4800033569336,7131600,,,94.85433636524402,94.62242126513655,33.23136317131821,0.23191510010747152,0.01778694365348983,0.2141281564539817,,,
2015-01-09 00:00:00+00:00,97.55000305175781,97.66999816894531,96.58999633789062,96.81999969482422,4061500,,,95.15674610825636,94.78520485252082,31.487832796169528,0.3715412557355364,0.08853780606989915,0.2830034496656373,,,
2015-01-12 00:00:00+00:00,96.94999694824219,97.33999633789062,96.19000244140625,96.41999816894531,4192700,,,95.35109257913157,94.90630065373745,30.445272427523435,0.44479192539412793,0.1597886299347449,0.285003295459383,,,
2015-01-13 00:00:00+00:00,96.66999816894531,97.48999786376953,95.81999969482422,96.3499984741211,5371300,,,95.50477040912996,95.01324123302513,30.25647505169438,0.4915291761048337,0.22613673916876267,0.26539243693607106,,,
2015-01-14 00:00:00+00:00,95.45999908447266,96.80000305175781,95.45999908447266,96.66999816894531,5127800,,,95.68403621833232,95.13596396901922,32.3226058811337,0.5480722493131083,0.2905238411976318,0.25754840811547647,,,
2015-01-15 00:00:00+00:00,97.13999938964844,97.31999969482422,96.37999725341797,96.66999816894531,4424000,,,95.83572267227278,95.2495961319767,32.3226058811337,0.5861265402960782,0.3496443810173211,0.23648215927875715,,,
2015-01-16 00:00:00+00:00,96.66000366210938,97.43000030517578,96.33999633789062,97.29000091552734,4404400,,,96.05945778661963,95.40073722705452,36.54659027298093,0.6587205595651113,0.41145961672687914,0.2472609428382322,,,
2015-01-20 00:00:00+00:00,98.33000183105469,98.33000183105469,96.83000183105469,97.51000213623047,7029500,,,96.28261845579053,95.55697907217866,38.02472260447041,0.7256393836118633,0.474295570103876,0.2513438135079873,,,
2015-01-21 00:00:00+00:00,97.0199966430664,98.22000122070312,96.5999984741211,97.4000015258789,5031100,,,96.45452354349644,95.69349925393423,37.55367426743304,0.7610242895622008,0.531641313995541,0.22938297556665976,,,
2015-01-22 00:00:00+00:00,97.4800033569336,99.0,97.04000091552734,98.9000015258789,7620400,,,96.83075092540143,95.93101794074495,47.165349852096064,0.899732984656481,0.605259648127729,0.29447333652875196,,,
2015-01-23 00:00:00+00:00,98.36000061035156,98.98999786376953,98.0999984741211,98.52999877929688,4857700,,,97.09217367215457,96.12353503989695,45.31262958626996,0.9686386322576226,0.6779354449537078,0.29070318730391476,,,
2015-01-26 00:00:00+00:00,98.19000244140625,98.94999694824219,97.66999816894531,98.69000244140625,4298700,,,97.33799348280867,96.31364373630505,46.29507974267484,1.024349746503617,0.7472183052636897,0.2771314412399274,,,
2015-01-27 00:00:00+00:00,97.6500015258789,98.05000305175781,95.25,96.72000122070312,7365300,,,97.24291775017704,96.3437442907049,37.38896669202862,0.8991734594721379,0.7776093361053794,0.12156412336675848,,,
2015-01-28 00:00:00+00:00,97.20999908447266,97.7699966430664,95.66000366210938,95.72000122070312,6280100,,,97.00862289948874,96.2975411003344,33.83111480781744,0.7110817991543428,0.7643038287151721,-0.05322202956082933,,,
2015-01-29 00:00:00+00:00,95.72000122070312,96.4800033569336,94.87000274658203,96.02999877929688,4600300,,,96.85806534253615,96.27772315062792,35.86843457605491,0.5803421919082297,0.7275115013537836,-0.14716930944555395,,,
2015-01-30 00:00:00+00:00,95.11000061035156,95.33000183105469,93.55999755859375,93.77999877929688,7741500,96.39550018310547,,96.38451664049934,96.09270653052933,28.91063466865573,0.2918101099700152,0.64037122307703,-0.34856111310701476,99.67037832793044,93.1206220382805,0.06794670163242601
2015-02-02 00:00:00+00:00,93.86000061035156,95.44000244140625,93.5999984741211,95.33000183105469,6889500,96.44000015258788,,96.22228359289247,96.0362098861238,37.854115927313956,0.18607370676866708,0.5495117198153574,-0.3634380130466903,99.62597725549405,93.25402304968172,0.06607169427344037
2015-02-03 00:00:00+00:00,96.0199966430664,96.55999755859375,95.58000183105469,96.19999694824219,5090400,96.56349983215333,,96.21885487833089,96.04834226109553,42.24601983041909,0.17051261723536015,0.473711899299358,-0.3031992820639978,99.48792018730553,93.63907947700112,0.06056989152703527
