timesteps,val_mae,val_mape,val_reward,improvement_pct
20000,60.692332818359624,13.639875539950399,-34.7956,-2.886716107131072
40000,58.91470327497384,13.287132914938715,-34.089993,0.12675293716073302
60000,58.91470327497384,13.287132914938715,-34.089993,0.12675293716073302
80000,58.91470327497384,13.287132914938715,-34.089993,0.12675293716073302
100000,58.91470327497384,13.287132914938715,-34.089993,0.12675293716073302
120000,58.91470327497384,13.287132914938715,-34.089993,0.12675293716073302
140000,58.91470327497384,13.287132914938715,-34.089993,0.12675293716073302
