timesteps,val_mae,val_mape,val_reward
20000,60.28408060253468,13.480407667824936,-24.007816
40000,60.28408060253468,13.480407667824936,-24.007816
60000,60.28408060253468,13.480407667824936,-24.007816
80000,60.28408060253468,13.480407667824936,-24.007816
100000,60.28408060253468,13.480407667824936,-24.007816
120000,60.28408060253468,13.480407667824936,-24.007816
