Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD,MACD_signal,MACD_hist,BB_up_20_2,BB_dn_20_2,BB_width_20_2,headline_count,sent_compound_mean
2015-01-05 00:00:00+00:00,1513.0,1515.0,1483.199951171875,1501.4000244140625,47576500,,,1501.4000244140625,1501.4000244140625,,0.0,0.0,0.0,,,,4.0,-0.056575
2015-01-06 00:00:00+00:00,1464.4000244140625,1478.199951171875,1460.0,1460.0,61939500,,,1495.030789888822,1498.3333559389469,0.0,-3.302566050124824,-0.6605132100249649,-2.642052840099859,,,,9.0,-0.10252222222222222
2015-01-07 00:00:00+00:00,1451.199951171875,1497.0,1451.0,1481.4000244140625,57327000,,,1492.9337490465514,1497.0790350852517,3.824162141385955,-4.145286038700306,-1.357467775760033,-2.787818262940273,,,,5.0,0.29000000000000004
2015-01-08 00:00:00+00:00,1500.0,1511.199951171875,1499.0,1510.800048828125,50272500,,,1495.6824105514088,1498.0954064736127,8.97429524544178,-2.4129959222038906,-1.5685734050488047,-0.8444225171550859,,,,5.0,0.0
2015-01-09 00:00:00+00:00,1526.0,1533.199951171875,1512.199951171875,1521.800048828125,52127000,,,1499.7005087478267,1499.8513059072802,10.896834801544799,-0.150797159453532,-1.2850181559297502,1.1342209964762182,,,,16.0,0.03629375
2015-01-13 00:00:00+00:00,1488.0,1505.199951171875,1473.5999755859375,1503.800048828125,55550000,,,1500.3312072217186,1500.1438053828983,10.505809153372155,0.1874018388202785,-0.9905341569797446,1.177935995800023,,,,5.0,0.08092
2015-01-14 00:00:00+00:00,1485.5999755859375,1495.800048828125,1478.0,1479.199951171875,50136500,,,1497.0802447525118,1498.5924087746744,9.978783808924405,-1.5121640221625512,-1.0948601300163059,-0.4173038921462453,,,,3.0,-0.05103333333333334
2015-01-15 00:00:00+00:00,1487.4000244140625,1509.5999755859375,1487.0,1505.199951171875,44647500,,,1498.3294303554908,1499.0818563596522,14.8412063325664,-0.752426004161407,-1.026373304845326,0.27394730068391904,,,,3.0,-0.23526666666666665
2015-01-16 00:00:00+00:00,1480.5999755859375,1506.800048828125,1478.5999755859375,1502.800048828125,63920500,,,1499.0172178128191,1499.3572780239836,14.761945919068864,-0.34006021116442753,-0.8891106861091465,0.5490504749447189,,,,3.0,-0.09246666666666668
2015-01-19 00:00:00+00:00,1506.800048828125,1509.4000244140625,1490.0,1493.0,49667500,,,1498.0914919954623,1498.8863685407255,14.423204543878825,-0.7948765452631505,-0.8702638579399473,0.07538731267679677,,,,3.0,0.0
2015-01-20 00:00:00+00:00,1500.0,1532.0,1496.199951171875,1531.800048828125,52904000,,,1503.277423815872,1501.3244189323848,22.049798013073627,1.9530048834872105,-0.3056101096545158,2.2586149931417263,,,,4.0,-0.15395
2015-01-21 00:00:00+00:00,1527.0,1527.0,1500.5999755859375,1517.5999755859375,54550000,,,1505.480893318959,1502.5300157215368,21.301577950759864,2.950877597422277,0.3456874317608428,2.6051901656614342,,,,4.0,0.315025
2015-01-22 00:00:00+00:00,1520.800048828125,1522.800048828125,1504.0,1517.0,35212500,,,1507.2530635775806,1503.6018664088303,21.268738631547564,3.6511971687502864,1.0067893791587315,2.644407789591555,,,,2.0,0.10115
2015-01-23 00:00:00+00:00,1538.0,1542.800048828125,1529.0,1537.0,49290000,,,1511.8295153348759,1506.0758022303985,25.397473595142216,5.753713104477356,1.9561741242224564,3.7975389802548998,,,,8.0,0.1987375
2015-01-26 00:00:00+00:00,1525.0,1545.0,1523.199951171875,1545.0,38695000,,,1516.932666821818,1508.9590761392578,27.045508868820875,7.973590682560143,3.159657435889994,4.81393324667015,,,,2.0,0.0
2015-01-27 00:00:00+00:00,1559.0,1566.4000244140625,1558.0,1565.0,48041500,,,1524.327641156923,1513.110255684498,31.140932189296848,11.217385472424894,4.771203043196974,6.44618242922792,,,,2.0,0.0
2015-01-28 00:00:00+00:00,1551.0,1566.800048828125,1550.0,1563.5999755859375,47451500,,,1530.3695387613868,1516.8502349364564,31.00970172899082,13.519303824930375,6.5208231995436545,6.998480625386721,,,,3.0,0.0
2015-01-29 00:00:00+00:00,1549.5999755859375,1560.800048828125,1542.5999755859375,1545.800048828125,44228000,,,1532.743463387039,1518.9946655950985,29.31807041258122,13.748797791940433,7.966418118023011,5.782379673917422,,,,10.0,-0.018619999999999994
2015-01-30 00:00:00+00:00,1560.0,1562.0,1529.0,1529.0,50007000,,,1532.167545942879,1519.735801476943,27.777846998885266,12.431744465936163,8.859483387605641,3.5722610783305218,,,,8.0,0.318575
2015-02-02 00:00:00+00:00,1510.199951171875,1534.0,1508.5999755859375,1532.0,39664000,1517.160009765625,,1532.1417696439746,1520.644260626799,28.50019848036675,11.497509017175616,9.387088513519636,2.1104205036559804,1572.2542819330838,1462.0657375981664,0.07262816290019379,6.0,0.03153333333333334
2015-02-03 00:00:00+00:00,1533.800048828125,1535.0,1499.0,1510.0,50405000,1517.5900085449218,,1528.7353435449015,1519.8557968766656,26.413809466989434,8.87954666823589,9.285580144462887,-0.40603347622699815,1572.2992688876943,1462.8807482021493,0.07210018520776662,7.0,-0.10355714285714286
2015-02-04 00:00:00+00:00,1522.0,1550.4000244140625,1521.5999755859375,1545.5999755859375,47813000,1521.8700073242187,,1531.3299023204456,1521.7627730773524,34.73931703178522,9.567129243093177,9.341889964188946,0.22523927890423145,1570.6850641534002,1473.0549504950372,0.06415141450222682,8.0,-0.1207125
2015-02-05 00:00:00+00:00,1548.4000244140625,1552.0,1516.0,1530.800048828125,60387000,1524.3400085449218,,1531.24838639855,1522.432200910743,33.064487008226706,8.81618548780716,9.236749068912589,-0.42056358110542824,1569.3867198023654,1479.2932972874783,0.05910323288102041,9.0,0.45596666666666663
2015-02-06 00:00:00+00:00,1543.0,1543.199951171875,1521.0,1524.5999755859375,34881500,1525.0300048828126,,1530.2255539658404,1522.5927768126091,32.360623770396174,7.632777153231245,8.91595468577632,-1.283177532545075,1569.623949719784,1480.4360600458413,0.058482711414452535,2.0,0.0
2015-02-09 00:00:00+00:00,1539.4000244140625,1543.5999755859375,1524.199951171875,1540.0,32517500,1525.9400024414062,,1531.7293148941726,1523.8822007524159,36.00467136286106,7.84711414175672,8.7021865769724,-0.8550724352156802,1570.9968106264052,1480.8831942564073,0.059054495082258796,4.0,0.12765
2015-02-10 00:00:00+00:00,1540.199951171875,1543.0,1530.4000244140625,1542.5999755859375,29725000,1527.8799987792968,,1533.401724231367,1525.268702591936,36.62544308644084,8.133021639431036,8.588353589464127,-0.45533195003309146,1572.2591220634947,1483.5008754950989,0.058092419980174795,5.0,0.018980000000000007
